route,date,actual_qty,actual_volume
Liverpool-Poznan,2026-04-06,751,1126.5
Liverpool-Poznan,2026-04-07,192,288.0
Madrid-Barcelona,2026-04-01,1882,2823.0
Madrid-Barcelona,2026-04-02,2944,4416.0
Madrid-Barcelona,2026-04-03,270,405.0
Madrid-Barcelona,2026-04-04,3359,5038.5
Madrid-Barcelona,2026-04-05,1827,2740.5
Madrid-Barcelona,2026-04-06,1450,2175.0
Madrid-Barcelona,2026-04-07,3255,4882.5
Munich-Nantes,2026-04-01,1676,2514.0
Munich-Nantes,2026-04-02,876,1314.0
Munich-Nantes,2026-04-03,1513,2269.5
Munich-Nantes,2026-04-04,1969,2953.5
Munich-Nantes,2026-04-05,1999,2998.5
Munich-Nantes,2026-04-06,2235,3352.5
Munich-Nantes,2026-04-07,1220,1830.0
Toulouse-Lodz,2026-04-01,3383,5074.5
Toulouse-Lodz,2026-04-02,2295,3442.5
Toulouse-Lodz,2026-04-03,394,591.0
Toulouse-Lodz,2026-04-04,527,790.5
Toulouse-Lodz,2026-04-05,3137,4705.5
Toulouse-Lodz,2026-04-06,1482,2223.0
Toulouse-Lodz,2026-04-07,2537,3805.5
Zaragoza-Poznan,2026-04-01,2144,3216.0
Zaragoza-Poznan,2026-04-02,737,1105.5
Zaragoza-Poznan,2026-04-03,396,594.0
Zaragoza-Poznan,2026-04-04,1542,2313.0
Zaragoza-Poznan,2026-04-05,2064,3096.0
Zaragoza-Poznan,2026-04-06,672,1008.0
Zaragoza-Poznan,2026-04-07,1907,2860.5
Berlin-Frankfurt,2026-04-01,569,853.5
Berlin-Frankfurt,2026-04-02,2495,3742.5
Berlin-Frankfurt,2026-04-03,3190,4785.0
Berlin-Frankfurt,2026-04-04,52,78.0
Berlin-Frankfurt,2026-04-05,1064,1596.0
Berlin-Frankfurt,2026-04-06,105,157.5
Berlin-Frankfurt,2026-04-07,305,457.5
Zaragoza-The Hague,2026-04-01,1931,2896.5
Zaragoza-The Hague,2026-04-02,2659,3988.5
Zaragoza-The Hague,2026-04-03,1369,2053.5
Zaragoza-The Hague,2026-04-04,1079,1618.5
Zaragoza-The Hague,2026-04-05,3008,4512.0
Zaragoza-The Hague,2026-04-06,796,1194.0
Zaragoza-The Hague,2026-04-07,1590,2385.0
Stuttgart-The Hague,2026-04-01,1571,2356.5
Stuttgart-The Hague,2026-04-02,67,100.5
Stuttgart-The Hague,2026-04-03,1678,2517.0
Stuttgart-The Hague,2026-04-04,2442,3663.0
Stuttgart-The Hague,2026-04-05,284,426.0
Stuttgart-The Hague,2026-04-06,1987,2980.5
Stuttgart-The Hague,2026-04-07,1947,2920.5
Seville-Valencia,2026-04-01,755,1132.5
Seville-Valencia,2026-04-02,3271,4906.5
Seville-Valencia,2026-04-03,1575,2362.5
Seville-Valencia,2026-04-04,2192,3288.0
Seville-Valencia,2026-04-05,3006,4509.0
Seville-Valencia,2026-04-06,3100,4650.0
Seville-Valencia,2026-04-07,2669,4003.5
Lodz-Hamburg,2026-04-01,1631,2446.5
Lodz-Hamburg,2026-04-02,3392,5088.0
Lodz-Hamburg,2026-04-03,349,523.5
Lodz-Hamburg,2026-04-04,296,444.0
Lodz-Hamburg,2026-04-05,1866,2799.0
Lodz-Hamburg,2026-04-06,2725,4087.5
Lodz-Hamburg,2026-04-07,3424,5136.0
Palermo-Stuttgart,2026-04-01,719,1078.5
Palermo-Stuttgart,2026-04-02,2331,3496.5
Palermo-Stuttgart,2026-04-03,1144,1716.0
Palermo-Stuttgart,2026-04-04,2750,4125.0
Palermo-Stuttgart,2026-04-05,2437,3655.5
Palermo-Stuttgart,2026-04-06,1296,1944.0
Palermo-Stuttgart,2026-04-07,806,1209.0
Nice-Valencia,2026-04-01,2663,3994.5
Nice-Valencia,2026-04-02,3492,5238.0
Nice-Valencia,2026-04-03,2687,4030.5
Nice-Valencia,2026-04-04,2039,3058.5
Nice-Valencia,2026-04-05,67,100.5
Nice-Valencia,2026-04-06,1264,1896.0
Nice-Valencia,2026-04-07,265,397.5
Wroclaw-Milan,2026-04-01,653,979.5
Wroclaw-Milan,2026-04-02,2775,4162.5
Wroclaw-Milan,2026-04-03,1562,2343.0
Wroclaw-Milan,2026-04-04,1829,2743.5
Wroclaw-Milan,2026-04-05,2134,3201.0
Wroclaw-Milan,2026-04-06,3253,4879.5
Wroclaw-Milan,2026-04-07,1482,2223.0
Rotterdam-London,2026-04-01,1781,2671.5
Rotterdam-London,2026-04-02,1660,2490.0
Rotterdam-London,2026-04-03,2286,3429.0
Rotterdam-London,2026-04-04,1375,2062.5
Rotterdam-London,2026-04-05,2427,3640.5
Rotterdam-London,2026-04-06,1362,2043.0
Rotterdam-London,2026-04-07,2550,3825.0
Glasgow-Nice,2026-04-01,2935,4402.5
Glasgow-Nice,2026-04-02,2599,3898.5
Glasgow-Nice,2026-04-03,2719,4078.5
Glasgow-Nice,2026-04-04,2174,3261.0
Glasgow-Nice,2026-04-05,985,1477.5
Glasgow-Nice,2026-04-06,211,316.5
Glasgow-Nice,2026-04-07,817,1225.5
The Hague-Paris,2026-04-01,2307,3460.5
The Hague-Paris,2026-04-02,830,1245.0
The Hague-Paris,2026-04-03,325,487.5
The Hague-Paris,2026-04-04,1130,1695.0
The Hague-Paris,2026-04-05,77,115.5
The Hague-Paris,2026-04-06,531,796.5
The Hague-Paris,2026-04-07,1566,2349.0
Poznan-Cologne,2026-04-01,3172,4758.0
Poznan-Cologne,2026-04-02,454,681.0
Poznan-Cologne,2026-04-03,314,471.0
Poznan-Cologne,2026-04-04,1478,2217.0
Poznan-Cologne,2026-04-05,1673,2509.5
Poznan-Cologne,2026-04-06,1131,1696.5
Poznan-Cologne,2026-04-07,502,753.0
Poznan-London,2026-04-01,85,127.5
Poznan-London,2026-04-02,2604,3906.0
Poznan-London,2026-04-03,1837,2755.5
Poznan-London,2026-04-04,1335,2002.5
Poznan-London,2026-04-05,1680,2520.0
Poznan-London,2026-04-06,1710,2565.0
Poznan-London,2026-04-07,1994,2991.0
Krakow-London,2026-04-01,2375,3562.5
Krakow-London,2026-04-02,1108,1662.0
Krakow-London,2026-04-03,3105,4657.5
Krakow-London,2026-04-04,3263,4894.5
Krakow-London,2026-04-05,1405,2107.5
Krakow-London,2026-04-06,2691,4036.5
Krakow-London,2026-04-07,3016,4524.0
Munich-Palermo,2026-04-01,2005,3007.5
Munich-Palermo,2026-04-02,1369,2053.5
Munich-Palermo,2026-04-03,1564,2346.0
Munich-Palermo,2026-04-04,578,867.0
Munich-Palermo,2026-04-05,673,1009.5
Munich-Palermo,2026-04-06,1194,1791.0
Munich-Palermo,2026-04-07,904,1356.0
Manchester-Milan,2026-04-01,965,1447.5
Manchester-Milan,2026-04-02,1540,2310.0
Manchester-Milan,2026-04-03,2007,3010.5
Manchester-Milan,2026-04-04,2003,3004.5
Manchester-Milan,2026-04-05,549,823.5
Manchester-Milan,2026-04-06,674,1011.0
Manchester-Milan,2026-04-07,1000,1500.0
Paris-Lyon,2026-04-01,2033,3049.5
Paris-Lyon,2026-04-02,1224,1836.0
Paris-Lyon,2026-04-03,2157,3235.5
Paris-Lyon,2026-04-04,3200,4800.0
Paris-Lyon,2026-04-05,3399,5098.5
Paris-Lyon,2026-04-06,2805,4207.5
Paris-Lyon,2026-04-07,3546,5319.0
Palermo-Turin,2026-04-01,2312,3468.0
Palermo-Turin,2026-04-02,353,529.5
Palermo-Turin,2026-04-03,2282,3423.0
Palermo-Turin,2026-04-04,282,423.0
Palermo-Turin,2026-04-05,1081,1621.5
Palermo-Turin,2026-04-06,522,783.0
Palermo-Turin,2026-04-07,915,1372.5
Genoa-Lyon,2026-04-01,2344,3516.0
Genoa-Lyon,2026-04-02,2972,4458.0
Genoa-Lyon,2026-04-03,1103,1654.5
Genoa-Lyon,2026-04-04,940,1410.0
Genoa-Lyon,2026-04-05,3203,4804.5
Genoa-Lyon,2026-04-06,224,336.0
Genoa-Lyon,2026-04-07,2690,4035.0
Rotterdam-Liverpool,2026-04-01,1713,2569.5
Rotterdam-Liverpool,2026-04-02,2147,3220.5
Rotterdam-Liverpool,2026-04-03,190,285.0
Rotterdam-Liverpool,2026-04-04,3094,4641.0
Rotterdam-Liverpool,2026-04-05,3547,5320.5
Rotterdam-Liverpool,2026-04-06,3081,4621.5
Rotterdam-Liverpool,2026-04-07,1530,2295.0
Utrecht-Cologne,2026-04-01,2602,3903.0
Utrecht-Cologne,2026-04-02,2592,3888.0
Utrecht-Cologne,2026-04-03,701,1051.5
Utrecht-Cologne,2026-04-04,100,150.0
Utrecht-Cologne,2026-04-05,797,1195.5
Utrecht-Cologne,2026-04-06,1828,2742.0
Utrecht-Cologne,2026-04-07,2542,3813.0
Liverpool-Lyon,2026-04-01,2300,3450.0
Liverpool-Lyon,2026-04-02,969,1453.5
Liverpool-Lyon,2026-04-03,3481,5221.5
Liverpool-Lyon,2026-04-04,3129,4693.5
Liverpool-Lyon,2026-04-05,1756,2634.0
Liverpool-Lyon,2026-04-06,730,1095.0
Liverpool-Lyon,2026-04-07,2169,3253.5
Krakow-Frankfurt,2026-04-01,1015,1522.5
Krakow-Frankfurt,2026-04-02,1518,2277.0
Krakow-Frankfurt,2026-04-03,2394,3591.0
Krakow-Frankfurt,2026-04-04,1574,2361.0
Krakow-Frankfurt,2026-04-05,2198,3297.0
Krakow-Frankfurt,2026-04-06,157,235.5
Krakow-Frankfurt,2026-04-07,3437,5155.5
Lodz-Nice,2026-04-01,2066,3099.0
Lodz-Nice,2026-04-02,2727,4090.5
Lodz-Nice,2026-04-03,1170,1755.0
Lodz-Nice,2026-04-04,2497,3745.5
Lodz-Nice,2026-04-05,3109,4663.5
Lodz-Nice,2026-04-06,1021,1531.5
Lodz-Nice,2026-04-07,1032,1548.0
Nice-Birmingham,2026-04-01,2331,3496.5
Nice-Birmingham,2026-04-02,71,106.5
Nice-Birmingham,2026-04-03,251,376.5
Nice-Birmingham,2026-04-04,3029,4543.5
Nice-Birmingham,2026-04-05,1451,2176.5
Nice-Birmingham,2026-04-06,349,523.5
Nice-Birmingham,2026-04-07,1943,2914.5
Milan-Turin,2026-04-01,1254,1881.0
Milan-Turin,2026-04-02,753,1129.5
Milan-Turin,2026-04-03,1494,2241.0
Milan-Turin,2026-04-04,937,1405.5
Milan-Turin,2026-04-05,1181,1771.5
Milan-Turin,2026-04-06,1450,2175.0
Milan-Turin,2026-04-07,734,1101.0
Zaragoza-Marseille,2026-04-01,2622,3933.0
Zaragoza-Marseille,2026-04-02,1285,1927.5
Zaragoza-Marseille,2026-04-03,798,1197.0
Zaragoza-Marseille,2026-04-04,2521,3781.5
Zaragoza-Marseille,2026-04-05,3412,5118.0
Zaragoza-Marseille,2026-04-06,702,1053.0
Zaragoza-Marseille,2026-04-07,3355,5032.5
Amsterdam-Wroclaw,2026-04-01,3198,4797.0
Amsterdam-Wroclaw,2026-04-02,1161,1741.5
Amsterdam-Wroclaw,2026-04-03,2435,3652.5
Amsterdam-Wroclaw,2026-04-04,2085,3127.5
Amsterdam-Wroclaw,2026-04-05,3080,4620.0
Amsterdam-Wroclaw,2026-04-06,2694,4041.0
Amsterdam-Wroclaw,2026-04-07,3012,4518.0
Rome-Krakow,2026-04-01,1219,1828.5
Rome-Krakow,2026-04-02,697,1045.5
Rome-Krakow,2026-04-03,2528,3792.0
Rome-Krakow,2026-04-04,1054,1581.0
Rome-Krakow,2026-04-05,2421,3631.5
Rome-Krakow,2026-04-06,2926,4389.0
Rome-Krakow,2026-04-07,2035,3052.5
Milan-Bristol,2026-04-01,1255,1882.5
Milan-Bristol,2026-04-02,255,382.5
Milan-Bristol,2026-04-03,597,895.5
Milan-Bristol,2026-04-04,2676,4014.0
Milan-Bristol,2026-04-05,1304,1956.0
Milan-Bristol,2026-04-06,2650,3975.0
Milan-Bristol,2026-04-07,2669,4003.5
Barcelona-Amsterdam,2026-04-01,258,387.0
Barcelona-Amsterdam,2026-04-02,3447,5170.5
Barcelona-Amsterdam,2026-04-03,1404,2106.0
Barcelona-Amsterdam,2026-04-04,1808,2712.0
Barcelona-Amsterdam,2026-04-05,535,802.5
Barcelona-Amsterdam,2026-04-06,1073,1609.5
Barcelona-Amsterdam,2026-04-07,1733,2599.5
Nice-Frankfurt,2026-04-01,3255,4882.5
Nice-Frankfurt,2026-04-02,3256,4884.0
Nice-Frankfurt,2026-04-03,1554,2331.0
Nice-Frankfurt,2026-04-04,3211,4816.5
Nice-Frankfurt,2026-04-05,2552,3828.0
Nice-Frankfurt,2026-04-06,1881,2821.5
Nice-Frankfurt,2026-04-07,1217,1825.5
Palermo-Rotterdam,2026-04-01,1079,1618.5
Palermo-Rotterdam,2026-04-02,321,481.5
Palermo-Rotterdam,2026-04-03,2780,4170.0
Palermo-Rotterdam,2026-04-04,2596,3894.0
Palermo-Rotterdam,2026-04-05,1875,2812.5
Palermo-Rotterdam,2026-04-06,1005,1507.5
Palermo-Rotterdam,2026-04-07,1868,2802.0
Poznan-Glasgow,2026-04-01,2681,4021.5
Poznan-Glasgow,2026-04-02,2902,4353.0
Poznan-Glasgow,2026-04-03,2557,3835.5
Poznan-Glasgow,2026-04-04,2187,3280.5
Poznan-Glasgow,2026-04-05,3133,4699.5
Poznan-Glasgow,2026-04-06,3038,4557.0
Poznan-Glasgow,2026-04-07,1270,1905.0
Marseille-Paris,2026-04-01,2734,4101.0
Marseille-Paris,2026-04-02,1101,1651.5
Marseille-Paris,2026-04-03,1654,2481.0
Marseille-Paris,2026-04-04,1447,2170.5
Marseille-Paris,2026-04-05,952,1428.0
Marseille-Paris,2026-04-06,3399,5098.5
Marseille-Paris,2026-04-07,887,1330.5
Naples-Madrid,2026-04-01,1952,2928.0
Naples-Madrid,2026-04-02,3109,4663.5
Naples-Madrid,2026-04-03,3121,4681.5
Naples-Madrid,2026-04-04,1762,2643.0
Naples-Madrid,2026-04-05,1401,2101.5
Naples-Madrid,2026-04-06,291,436.5
Naples-Madrid,2026-04-07,2350,3525.0
Rotterdam-Seville,2026-04-01,1639,2458.5
Rotterdam-Seville,2026-04-02,196,294.0
Rotterdam-Seville,2026-04-03,2216,3324.0
Rotterdam-Seville,2026-04-04,2436,3654.0
Rotterdam-Seville,2026-04-05,2301,3451.5
Rotterdam-Seville,2026-04-06,2042,3063.0
Rotterdam-Seville,2026-04-07,1510,2265.0
Birmingham-Naples,2026-04-01,2682,4023.0
Birmingham-Naples,2026-04-02,1149,1723.5
Birmingham-Naples,2026-04-03,2153,3229.5
Birmingham-Naples,2026-04-04,1728,2592.0
Birmingham-Naples,2026-04-05,197,295.5
Birmingham-Naples,2026-04-06,1223,1834.5
Birmingham-Naples,2026-04-07,1929,2893.5
Cologne-Manchester,2026-04-01,2237,3355.5
Cologne-Manchester,2026-04-02,1476,2214.0
Cologne-Manchester,2026-04-03,717,1075.5
Cologne-Manchester,2026-04-04,2907,4360.5
Cologne-Manchester,2026-04-05,622,933.0
Cologne-Manchester,2026-04-06,810,1215.0
Cologne-Manchester,2026-04-07,2724,4086.0
The Hague-Utrecht,2026-04-01,626,939.0
The Hague-Utrecht,2026-04-02,1175,1762.5
The Hague-Utrecht,2026-04-03,2400,3600.0
The Hague-Utrecht,2026-04-04,3316,4974.0
The Hague-Utrecht,2026-04-05,2383,3574.5
The Hague-Utrecht,2026-04-06,1540,2310.0
The Hague-Utrecht,2026-04-07,3412,5118.0
Turin-Stuttgart,2026-04-01,782,1173.0
Turin-Stuttgart,2026-04-02,2391,3586.5
Turin-Stuttgart,2026-04-03,1237,1855.5
Turin-Stuttgart,2026-04-04,2390,3585.0
Turin-Stuttgart,2026-04-05,1822,2733.0
Turin-Stuttgart,2026-04-06,3253,4879.5
Turin-Stuttgart,2026-04-07,581,871.5
Cologne-Genoa,2026-04-01,2133,3199.5
Cologne-Genoa,2026-04-02,1754,2631.0
Cologne-Genoa,2026-04-03,2662,3993.0
Cologne-Genoa,2026-04-04,2548,3822.0
Cologne-Genoa,2026-04-05,456,684.0
Cologne-Genoa,2026-04-06,2693,4039.5
Cologne-Genoa,2026-04-07,2679,4018.5
Milan-Malaga,2026-04-01,2587,3880.5
Milan-Malaga,2026-04-02,3342,5013.0
Milan-Malaga,2026-04-03,71,106.5
Milan-Malaga,2026-04-04,2548,3822.0
Milan-Malaga,2026-04-05,1797,2695.5
Milan-Malaga,2026-04-06,1031,1546.5
Milan-Malaga,2026-04-07,1129,1693.5
Malaga-Nice,2026-04-01,2588,3882.0
Malaga-Nice,2026-04-02,2886,4329.0
Malaga-Nice,2026-04-03,3585,5377.5
Malaga-Nice,2026-04-04,1536,2304.0
Malaga-Nice,2026-04-05,902,1353.0
Malaga-Nice,2026-04-06,3216,4824.0
Malaga-Nice,2026-04-07,2751,4126.5
Toulouse-Warsaw,2026-04-01,1330,1995.0
Toulouse-Warsaw,2026-04-02,1664,2496.0
Toulouse-Warsaw,2026-04-03,1151,1726.5
Toulouse-Warsaw,2026-04-04,2055,3082.5
Toulouse-Warsaw,2026-04-05,436,654.0
Toulouse-Warsaw,2026-04-06,844,1266.0
Toulouse-Warsaw,2026-04-07,648,972.0
Genoa-Wroclaw,2026-04-01,2118,3177.0
Genoa-Wroclaw,2026-04-02,3207,4810.5
Genoa-Wroclaw,2026-04-03,1591,2386.5
Genoa-Wroclaw,2026-04-04,2440,3660.0
Genoa-Wroclaw,2026-04-05,515,772.5
Genoa-Wroclaw,2026-04-06,1640,2460.0
Genoa-Wroclaw,2026-04-07,2588,3882.0
Rotterdam-Palermo,2026-04-01,2894,4341.0
Rotterdam-Palermo,2026-04-02,2246,3369.0
Rotterdam-Palermo,2026-04-03,3325,4987.5
Rotterdam-Palermo,2026-04-04,1413,2119.5
Rotterdam-Palermo,2026-04-05,217,325.5
Rotterdam-Palermo,2026-04-06,2521,3781.5
Rotterdam-Palermo,2026-04-07,381,571.5
Birmingham-Frankfurt,2026-04-01,1165,1747.5
Birmingham-Frankfurt,2026-04-02,839,1258.5
Birmingham-Frankfurt,2026-04-03,2167,3250.5
Birmingham-Frankfurt,2026-04-04,884,1326.0
Birmingham-Frankfurt,2026-04-05,2027,3040.5
Birmingham-Frankfurt,2026-04-06,2584,3876.0
Birmingham-Frankfurt,2026-04-07,361,541.5
Palermo-Naples,2026-04-01,2904,4356.0
Palermo-Naples,2026-04-02,3505,5257.5
Palermo-Naples,2026-04-03,1899,2848.5
Palermo-Naples,2026-04-04,1143,1714.5
Palermo-Naples,2026-04-05,1801,2701.5
Palermo-Naples,2026-04-06,3013,4519.5
Palermo-Naples,2026-04-07,2399,3598.5
Valencia-Nantes,2026-04-01,2481,3721.5
Valencia-Nantes,2026-04-02,3433,5149.5
Valencia-Nantes,2026-04-03,1745,2617.5
Valencia-Nantes,2026-04-04,384,576.0
Valencia-Nantes,2026-04-05,83,124.5
Valencia-Nantes,2026-04-06,353,529.5
Valencia-Nantes,2026-04-07,1183,1774.5
Seville-Turin,2026-04-01,1326,1989.0
Seville-Turin,2026-04-02,1512,2268.0
Seville-Turin,2026-04-03,542,813.0
Seville-Turin,2026-04-04,2085,3127.5
Seville-Turin,2026-04-05,3289,4933.5
Seville-Turin,2026-04-06,1996,2994.0
Seville-Turin,2026-04-07,1916,2874.0
Rome-Frankfurt,2026-04-01,1862,2793.0
Rome-Frankfurt,2026-04-02,829,1243.5
Rome-Frankfurt,2026-04-03,2456,3684.0
Rome-Frankfurt,2026-04-04,768,1152.0
Rome-Frankfurt,2026-04-05,2034,3051.0
Rome-Frankfurt,2026-04-06,1622,2433.0
Rome-Frankfurt,2026-04-07,637,955.5
Hamburg-Nice,2026-04-01,2669,4003.5
Hamburg-Nice,2026-04-02,2872,4308.0
Hamburg-Nice,2026-04-03,1135,1702.5
Hamburg-Nice,2026-04-04,2428,3642.0
Hamburg-Nice,2026-04-05,3314,4971.0
Hamburg-Nice,2026-04-06,3075,4612.5
Hamburg-Nice,2026-04-07,3034,4551.0
Eindhoven-Valencia,2026-04-01,3120,4680.0
Eindhoven-Valencia,2026-04-02,1312,1968.0
Eindhoven-Valencia,2026-04-03,289,433.5
Eindhoven-Valencia,2026-04-04,1863,2794.5
Eindhoven-Valencia,2026-04-05,2208,3312.0
Eindhoven-Valencia,2026-04-06,1131,1696.5
Eindhoven-Valencia,2026-04-07,1584,2376.0
Milan-Palermo,2026-04-01,1451,2176.5
Milan-Palermo,2026-04-02,1769,2653.5
Milan-Palermo,2026-04-03,1736,2604.0
Milan-Palermo,2026-04-04,1809,2713.5
Milan-Palermo,2026-04-05,49,73.5
Milan-Palermo,2026-04-06,209,313.5
Milan-Palermo,2026-04-07,352,528.0
Cologne-Palermo,2026-04-01,1107,1660.5
Cologne-Palermo,2026-04-02,2964,4446.0
Cologne-Palermo,2026-04-03,175,262.5
Cologne-Palermo,2026-04-04,690,1035.0
Cologne-Palermo,2026-04-05,2280,3420.0
Cologne-Palermo,2026-04-06,475,712.5
Cologne-Palermo,2026-04-07,1218,1827.0
Hamburg-Wroclaw,2026-04-01,1827,2740.5
Hamburg-Wroclaw,2026-04-02,2589,3883.5
Hamburg-Wroclaw,2026-04-03,443,664.5
Hamburg-Wroclaw,2026-04-04,1219,1828.5
Hamburg-Wroclaw,2026-04-05,935,1402.5
Hamburg-Wroclaw,2026-04-06,874,1311.0
Hamburg-Wroclaw,2026-04-07,170,255.0
Amsterdam-Seville,2026-04-01,2690,4035.0
Amsterdam-Seville,2026-04-02,969,1453.5
Amsterdam-Seville,2026-04-03,1513,2269.5
Amsterdam-Seville,2026-04-04,835,1252.5
Amsterdam-Seville,2026-04-05,669,1003.5
Amsterdam-Seville,2026-04-06,2094,3141.0
Amsterdam-Seville,2026-04-07,2060,3090.0
Genoa-Eindhoven,2026-04-01,1210,1815.0
Genoa-Eindhoven,2026-04-02,2208,3312.0
Genoa-Eindhoven,2026-04-03,2660,3990.0
Genoa-Eindhoven,2026-04-04,2183,3274.5
Genoa-Eindhoven,2026-04-05,2985,4477.5
Genoa-Eindhoven,2026-04-06,1815,2722.5
Genoa-Eindhoven,2026-04-07,3087,4630.5
Hamburg-Frankfurt,2026-04-01,1906,2859.0
Hamburg-Frankfurt,2026-04-02,719,1078.5
Hamburg-Frankfurt,2026-04-03,1306,1959.0
Hamburg-Frankfurt,2026-04-04,418,627.0
Hamburg-Frankfurt,2026-04-05,1188,1782.0
Hamburg-Frankfurt,2026-04-06,1176,1764.0
Hamburg-Frankfurt,2026-04-07,912,1368.0
Wroclaw-Toulouse,2026-04-01,3069,4603.5
Wroclaw-Toulouse,2026-04-02,1838,2757.0
Wroclaw-Toulouse,2026-04-03,171,256.5
Wroclaw-Toulouse,2026-04-04,630,945.0
Wroclaw-Toulouse,2026-04-05,2503,3754.5
Wroclaw-Toulouse,2026-04-06,1735,2602.5
Wroclaw-Toulouse,2026-04-07,3344,5016.0
Nice-Munich,2026-04-01,830,1245.0
Nice-Munich,2026-04-02,1255,1882.5
Nice-Munich,2026-04-03,1772,2658.0
Nice-Munich,2026-04-04,3335,5002.5
Nice-Munich,2026-04-05,3083,4624.5
Nice-Munich,2026-04-06,769,1153.5
Nice-Munich,2026-04-07,1407,2110.5
Manchester-Amsterdam,2026-04-01,1746,2619.0
Manchester-Amsterdam,2026-04-02,2523,3784.5
Manchester-Amsterdam,2026-04-03,2421,3631.5
Manchester-Amsterdam,2026-04-04,211,316.5
Manchester-Amsterdam,2026-04-05,1704,2556.0
Manchester-Amsterdam,2026-04-06,1355,2032.5
Manchester-Amsterdam,2026-04-07,496,744.0
Poznan-Nantes,2026-04-01,850,1275.0
Poznan-Nantes,2026-04-02,573,859.5
Poznan-Nantes,2026-04-03,1069,1603.5
Poznan-Nantes,2026-04-04,209,313.5
Poznan-Nantes,2026-04-05,1403,2104.5
Poznan-Nantes,2026-04-06,3025,4537.5
Poznan-Nantes,2026-04-07,1877,2815.5
Liverpool-Nantes,2026-04-01,3080,4620.0
Liverpool-Nantes,2026-04-02,2242,3363.0
Liverpool-Nantes,2026-04-03,1901,2851.5
Liverpool-Nantes,2026-04-04,2195,3292.5
Liverpool-Nantes,2026-04-05,1960,2940.0
Liverpool-Nantes,2026-04-06,177,265.5
Liverpool-Nantes,2026-04-07,1464,2196.0
Valencia-Krakow,2026-04-01,1525,2287.5
Valencia-Krakow,2026-04-02,274,411.0
Valencia-Krakow,2026-04-03,2071,3106.5
Valencia-Krakow,2026-04-04,1153,1729.5
Valencia-Krakow,2026-04-05,2133,3199.5
Valencia-Krakow,2026-04-06,1822,2733.0
Valencia-Krakow,2026-04-07,764,1146.0
Turin-The Hague,2026-04-01,1261,1891.5
Turin-The Hague,2026-04-02,1513,2269.5
Turin-The Hague,2026-04-03,2787,4180.5
Turin-The Hague,2026-04-04,2492,3738.0
Turin-The Hague,2026-04-05,3347,5020.5
Turin-The Hague,2026-04-06,2599,3898.5
Turin-The Hague,2026-04-07,891,1336.5
Naples-Nice,2026-04-01,2286,3429.0
Naples-Nice,2026-04-02,1479,2218.5
Naples-Nice,2026-04-03,2433,3649.5
Naples-Nice,2026-04-04,601,901.5
Naples-Nice,2026-04-05,2462,3693.0
Naples-Nice,2026-04-06,2926,4389.0
Naples-Nice,2026-04-07,3006,4509.0
Utrecht-Bristol,2026-04-01,958,1437.0
Utrecht-Bristol,2026-04-02,2568,3852.0
Utrecht-Bristol,2026-04-03,591,886.5
Utrecht-Bristol,2026-04-04,3099,4648.5
Utrecht-Bristol,2026-04-05,3227,4840.5
Utrecht-Bristol,2026-04-06,1716,2574.0
Utrecht-Bristol,2026-04-07,3046,4569.0
Manchester-Wroclaw,2026-04-01,1412,2118.0
Manchester-Wroclaw,2026-04-02,1792,2688.0
Manchester-Wroclaw,2026-04-03,2271,3406.5
Manchester-Wroclaw,2026-04-04,3423,5134.5
Manchester-Wroclaw,2026-04-05,2558,3837.0
Manchester-Wroclaw,2026-04-06,1134,1701.0
Manchester-Wroclaw,2026-04-07,194,291.0
Genoa-Lodz,2026-04-01,3442,5163.0
Genoa-Lodz,2026-04-02,2583,3874.5
Genoa-Lodz,2026-04-03,1764,2646.0
Genoa-Lodz,2026-04-04,3112,4668.0
Genoa-Lodz,2026-04-05,112,168.0
Genoa-Lodz,2026-04-06,1688,2532.0
Genoa-Lodz,2026-04-07,3113,4669.5
London-Munich,2026-04-01,2377,3565.5
London-Munich,2026-04-02,622,933.0
London-Munich,2026-04-03,3132,4698.0
London-Munich,2026-04-04,609,913.5
London-Munich,2026-04-05,1852,2778.0
London-Munich,2026-04-06,2708,4062.0
London-Munich,2026-04-07,1409,2113.5
Malaga-Rome,2026-04-01,1014,1521.0
Malaga-Rome,2026-04-02,1704,2556.0
Malaga-Rome,2026-04-03,926,1389.0
Malaga-Rome,2026-04-04,2411,3616.5
Malaga-Rome,2026-04-05,3224,4836.0
Malaga-Rome,2026-04-06,2807,4210.5
Malaga-Rome,2026-04-07,3271,4906.5
Nantes-Utrecht,2026-04-01,2788,4182.0
Nantes-Utrecht,2026-04-02,1837,2755.5
Nantes-Utrecht,2026-04-03,3227,4840.5
Nantes-Utrecht,2026-04-04,3346,5019.0
Nantes-Utrecht,2026-04-05,2289,3433.5
Nantes-Utrecht,2026-04-06,3247,4870.5
Nantes-Utrecht,2026-04-07,84,126.0
Seville-Lodz,2026-04-01,1475,2212.5
Seville-Lodz,2026-04-02,2833,4249.5
Seville-Lodz,2026-04-03,1200,1800.0
Seville-Lodz,2026-04-04,2175,3262.5
Seville-Lodz,2026-04-05,1625,2437.5
Seville-Lodz,2026-04-06,60,90.0
Seville-Lodz,2026-04-07,3149,4723.5
Madrid-Malaga,2026-04-01,2680,4020.0
Madrid-Malaga,2026-04-02,311,466.5
Madrid-Malaga,2026-04-03,958,1437.0
Madrid-Malaga,2026-04-04,586,879.0
Madrid-Malaga,2026-04-05,2808,4212.0
